-0.005905319817246685	-2.50545982033248e-07	2.516909411836655e-07
-0.005902018334420741	2.506243538549198e-07	-1.0722837704505115e-06
-0.005897896698961328	2.873856620021329e-06	-2.695263090371082e-06
-0.00589472415382348	7.415260553379143e-06	-4.051345736688326e-06
-0.005893415306972279	1.3351509173149976e-05	-5.029621903410002e-06
-0.005894514875165624	2.0217387713961556e-05	-5.645871794641458e-06
-0.00589831459909403	2.7610027460437324e-05	-5.952787986830544e-06
-0.005904924915267104	3.51905701066618e-05	-6.009443879081923e-06
-0.0059143419128003544	4.268364177188242e-05	-5.868446711893563e-06
-0.005926491937359829	4.986870811545169e-05	-5.5730085737816246e-06
-0.005941259319484802	5.657043674462783e-05	-5.15776044272183e-06
-0.005958504300966661	6.265052542920136e-05	-4.6503148031593665e-06
-0.005978074772525775	6.800099115870128e-05	-4.072740888607776e-06
-0.00599981396662982	7.25387055771476e-05	-3.442767905422061e-06
-0.006023565530935908	7.620096428706033e-05	-2.7747142768697482e-06
-0.006049176878423307	7.894188016119594e-05	-2.080187903679395e-06
-0.006076501383618635	8.072942324056004e-05	-1.3686178861472156e-06
-0.0061053997844655065	8.15429712178572e-05	-6.476585927835053e-07
-0.006135741034271669	8.137126571890855e-05	7.649478487106397e-08
-0.006167402759641487	8.021069568889098e-05	7.988603257328068e-07
-0.006200271440065435	7.806384647571914e-05	1.5154699854680293e-06
-0.006234242380845047	7.493826839660548e-05	2.2232105353354716e-06
-0.006269219540458882	7.084542756501626e-05	2.9196895596167176e-06
-0.006305115246400152	6.5799810789011e-05	3.6031268712411135e-06
-0.006341849835742151	5.981816084793571e-05	4.272259582880608e-06
-0.006379351236145779	5.291882418222148e-05	4.926264724232004e-06
-0.0064175545115081655	4.512119510851312e-05	5.564689096498165e-06
-0.006456401378267837	3.644524459377328e-05	6.1873923617474235e-06
-0.0064958397103955425	2.6911122368641496e-05	6.794493529435862e-06
-0.006535823033481712	1.653882406561306e-05	7.386328246984307e-06
-0.0065763100226566605	5.3479150635703185e-06	7.963407039999621e-06
-0.006617264001212763	-6.642694964054664e-06	8.526382959283733e-06
-0.0066586524528583595	-1.941493323657773e-05	9.076018511438465e-06
-0.006700446542032002	-3.295170526503237e-05	9.613161186634975e-06
-0.006742620654213586	-4.7237001628288896e-05	1.0138717057571694e-05
-0.0067851519488457855	-6.225597354734355e-05	1.0653632510072878e-05
-0.006828019936282095	-7.799498151738611e-05	1.1158873104397992e-05
-0.006871206069940397	-9.444161965345494e-05	1.1655410309782776e-05
