-0.0088008469690622	1.557984327076628e-06	9.912155858188583e-07
-0.008801734830371446	3.371897122487244e-06	1.3486067321992488e-06
-0.00880324606646329	5.369525701183971e-06	1.260893603357499e-06
-0.008805631028649069	7.443106705088841e-06	1.2052315168592106e-06
-0.00880910856239462	9.39985407472069e-06	1.2964822199469635e-06
-0.008813740564085569	1.1044142819460817e-05	1.5353917532138637e-06
-0.008819475795723213	1.2216910322358436e-05	1.8914534741351308e-06
-0.008826202199000249	1.2802882648563337e-05	2.330500013323258e-06
-0.008833780035701972	1.2724232489811564e-05	2.823609068575612e-06
-0.008842060145776933	1.1932029773849405e-05	3.3487995213866556e-06
-0.008850894545143812	1.039899348344624e-05	3.889834535366906e-06
-0.008860141861794103	8.114001990570037e-06	4.43509130496203e-06
-0.008869670370588596	5.0778498852464065e-06	4.976095537468168e-06
-0.008879358859894677	1.3001642769191327e-06	5.506909867827731e-06
-0.008889097148570058	-3.2029852766187703e-06	6.023162024925692e-06
-0.008898785512624909	-8.410794624011084e-06	6.521925421974799e-06
-0.008908334504723076	-1.4299109848833629e-05	7.001025787483815e-06
-0.008917663966441289	-2.0841399573234454e-05	7.459196748028183e-06
-0.008926702726967233	-2.8009595281680146e-05	7.89549665946271e-06
-0.00893538752526566	-3.577465671273064e-05	8.309619713258287e-06
-0.008943662767611498	-4.4107103162592255e-05	8.701342003924999e-06
-0.008951479457735608	-5.297734238760318e-05	9.070932948566291e-06
-0.00895879506371833	-6.235601754293406e-05	9.418593814136135e-06
-0.008965572480470266	-7.2214192089327e-05	9.744943661377894e-06
-0.008971780014295305	-8.252358175952896e-05	1.0050433094579382e-05
-0.008977390378110411	-9.325664829577438e-05	1.033589186198948e-05
-0.008982380788558928	-0.00010438675699155975	1.0601909336824692e-05
-0.008986731987226198	-0.0001158882108342687	1.0849436808546006e-05
-0.008990428441625843	-0.00012773635832167145	1.1079130359018271e-05
-0.008993457384322823	-0.00013990758762871857	1.129200374627693e-05
-0.00899580910894724	-0.00015237940028944153	1.1488731456546354e-05
-0.00899747601973252	-0.00016513037800104148	1.1670349560017112e-05
-0.00899845301461138	-0.00017814023233216926	1.1837517871113778e-05
-0.008998736538809553	-0.0001913897525366092	1.1991266954408995e-05
-0.00899832504819659	-0.00020486083811807363	1.2132218989363747e-05
